brood_year,stock_id,stock_name,region_id,life_hist,surv,origin,basin,exclude,dataset
1971,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1972,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1973,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1974,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1975,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1976,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1977,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1978,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1979,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1980,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1981,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1982,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1983,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1984,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1985,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1986,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1987,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1988,NSF,Nooksack Spring,NOWA,SY,0.0029,H,PS,No,2
1989,NSF,Nooksack Spring,NOWA,SY,0.0065,H,PS,No,2
1990,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1991,NSF,Nooksack Spring,NOWA,SY,NA,H,PS,No,2
1992,NSF,Nooksack Spring,NOWA,SY,0.0027,H,PS,No,2
1993,NSF,Nooksack Spring,NOWA,SY,0.0091,H,PS,No,2
1994,NSF,Nooksack Spring,NOWA,SY,0.046,H,PS,No,2
1995,NSF,Nooksack Spring,NOWA,SY,0.0089,H,PS,No,2
1996,NSF,Nooksack Spring,NOWA,SY,0.0337,H,PS,No,2
1997,NSF,Nooksack Spring,NOWA,SY,0.0132,H,PS,No,2
1998,NSF,Nooksack Spring,NOWA,SY,0.0264,H,PS,No,2
1999,NSF,Nooksack Spring,NOWA,SY,0.0119,H,PS,No,2
2000,NSF,Nooksack Spring,NOWA,SY,0.0054,H,PS,No,2
2001,NSF,Nooksack Spring,NOWA,SY,0.0176,H,PS,No,2
2002,NSF,Nooksack Spring,NOWA,SY,0.0058,H,PS,No,2
2003,NSF,Nooksack Spring,NOWA,SY,0.0078,H,PS,No,2
2004,NSF,Nooksack Spring,NOWA,SY,0.0068,H,PS,No,2
2005,NSF,Nooksack Spring,NOWA,SY,0.0188,H,PS,No,2
2006,NSF,Nooksack Spring,NOWA,SY,0.008,H,PS,No,2
2007,NSF,Nooksack Spring,NOWA,SY,0.0147,H,PS,No,2
2008,NSF,Nooksack Spring,NOWA,SY,0.0058,H,PS,No,2
2009,NSF,Nooksack Spring,NOWA,SY,0.0082,H,PS,No,2
2010,NSF,Nooksack Spring,NOWA,SY,0.0154,H,PS,No,2
2011,NSF,Nooksack Spring,NOWA,SY,0.0175,H,PS,No,2
2012,NSF,Nooksack Spring,NOWA,SY,0.0266,H,PS,No,2
2013,NSF,Nooksack Spring,NOWA,SY,0.0114,H,PS,No,2
1971,PPS,Puntledge,SOG,SY,NA,H,SOG,No,2
1972,PPS,Puntledge,SOG,SY,NA,H,SOG,No,2
1973,PPS,Puntledge,SOG,SY,NA,H,SOG,No,2
1974,PPS,Puntledge,SOG,SY,NA,H,SOG,No,2
1975,PPS,Puntledge,SOG,SY,0.0471,H,SOG,No,2
1976,PPS,Puntledge,SOG,SY,0.1276,H,SOG,No,2
1977,PPS,Puntledge,SOG,SY,0.0193,H,SOG,No,2
1978,PPS,Puntledge,SOG,SY,0.0226,H,SOG,No,2
1979,PPS,Puntledge,SOG,SY,0.0091,H,SOG,No,2
1980,PPS,Puntledge,SOG,SY,0.0215,H,SOG,No,2
1981,PPS,Puntledge,SOG,SY,0.0087,H,SOG,No,2
1982,PPS,Puntledge,SOG,SY,0.0075,H,SOG,No,2
1983,PPS,Puntledge,SOG,SY,0.0052,H,SOG,No,2
1984,PPS,Puntledge,SOG,SY,0.0075,H,SOG,No,2
1985,PPS,Puntledge,SOG,SY,0.0023,H,SOG,No,2
1986,PPS,Puntledge,SOG,SY,0.0076,H,SOG,No,2
1987,PPS,Puntledge,SOG,SY,0.0022,H,SOG,No,2
1988,PPS,Puntledge,SOG,SY,0.0049,H,SOG,No,2
1989,PPS,Puntledge,SOG,SY,0.0068,H,SOG,No,2
1990,PPS,Puntledge,SOG,SY,0.0023,H,SOG,No,2
1991,PPS,Puntledge,SOG,SY,0.0011,H,SOG,No,2
1992,PPS,Puntledge,SOG,SY,0.001,H,SOG,No,2
1993,PPS,Puntledge,SOG,SY,0.0035,H,SOG,No,2
1994,PPS,Puntledge,SOG,SY,0.0018,H,SOG,No,2
1995,PPS,Puntledge,SOG,SY,NA,H,SOG,No,2
1996,PPS,Puntledge,SOG,SY,0.0043,H,SOG,No,2
1997,PPS,Puntledge,SOG,SY,0.0178,H,SOG,No,2
1998,PPS,Puntledge,SOG,SY,0.0106,H,SOG,No,2
1999,PPS,Puntledge,SOG,SY,0.0049,H,SOG,No,2
2000,PPS,Puntledge,SOG,SY,0.0066,H,SOG,No,2
2001,PPS,Puntledge,SOG,SY,0.0053,H,SOG,No,2
2002,PPS,Puntledge,SOG,SY,0.01,H,SOG,No,2
2003,PPS,Puntledge,SOG,SY,0.0093,H,SOG,No,2
2004,PPS,Puntledge,SOG,SY,0.0032,H,SOG,No,2
2005,PPS,Puntledge,SOG,SY,0.0098,H,SOG,No,2
2006,PPS,Puntledge,SOG,SY,0.0053,H,SOG,No,2
2007,PPS,Puntledge,SOG,SY,0.008,H,SOG,No,2
2008,PPS,Puntledge,SOG,SY,0.0074,H,SOG,No,2
2009,PPS,Puntledge,SOG,SY,0.0022,H,SOG,No,2
2010,PPS,Puntledge,SOG,SY,0.0046,H,SOG,No,2
2011,PPS,Puntledge,SOG,SY,0.0094,H,SOG,No,2
2012,PPS,Puntledge,SOG,SY,0.006,H,SOG,No,2
2013,PPS,Puntledge,SOG,SY,0.0124,H,SOG,No,2
1971,PUY,Puyallup,SPS,SY,0.0077,H,PS,No,2
1972,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1973,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1974,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1975,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1976,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1977,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1978,PUY,Puyallup,SPS,SY,0.0065,H,PS,No,2
1979,PUY,Puyallup,SPS,SY,0.0173,H,PS,No,2
1980,PUY,Puyallup,SPS,SY,0.0012,H,PS,No,2
1981,PUY,Puyallup,SPS,SY,0.0071,H,PS,No,2
1982,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1983,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1984,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1985,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1986,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1987,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1988,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1989,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1990,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1991,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1992,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1993,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1994,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1995,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1996,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1997,PUY,Puyallup,SPS,SY,0.0167,H,PS,No,2
1998,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1999,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
2000,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
2001,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
2002,PUY,Puyallup,SPS,SY,0.0125,H,PS,No,2
2003,PUY,Puyallup,SPS,SY,0.0125,H,PS,No,2
2004,PUY,Puyallup,SPS,SY,0.0392,H,PS,No,2
2005,PUY,Puyallup,SPS,SY,0.0205,H,PS,No,2
2006,PUY,Puyallup,SPS,SY,0.0116,H,PS,No,2
2007,PUY,Puyallup,SPS,SY,0.0122,H,PS,No,2
2008,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
2009,PUY,Puyallup,SPS,SY,0.0165,H,PS,No,2
2010,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
2011,PUY,Puyallup,SPS,SY,0.0117,H,PS,No,2
2012,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
2013,PUY,Puyallup,SPS,SY,NA,H,PS,No,2
1971,QUE,Queets,NWC,SY,NA,H,COAST,No,2
1972,QUE,Queets,NWC,SY,NA,H,COAST,No,2
1973,QUE,Queets,NWC,SY,NA,H,COAST,No,2
1974,QUE,Queets,NWC,SY,NA,H,COAST,No,2
1975,QUE,Queets,NWC,SY,NA,H,COAST,No,2
1976,QUE,Queets,NWC,SY,NA,H,COAST,No,2
1977,QUE,Queets,NWC,SY,0.0054,H,COAST,No,2
1978,QUE,Queets,NWC,SY,0.0069,H,COAST,No,2
1979,QUE,Queets,NWC,SY,0.0265,H,COAST,No,2
1980,QUE,Queets,NWC,SY,0.0085,H,COAST,No,2
1981,QUE,Queets,NWC,SY,0.0069,H,COAST,No,2
1982,QUE,Queets,NWC,SY,0.0081,H,COAST,No,2
1983,QUE,Queets,NWC,SY,0.0426,H,COAST,No,2
1984,QUE,Queets,NWC,SY,NA,H,COAST,No,2
1985,QUE,Queets,NWC,SY,0.0343,H,COAST,No,2
1986,QUE,Queets,NWC,SY,0.0255,H,COAST,No,2
1987,QUE,Queets,NWC,SY,0.0261,H,COAST,No,2
1988,QUE,Queets,NWC,SY,0.0119,H,COAST,No,2
1989,QUE,Queets,NWC,SY,0.0308,H,COAST,No,2
1990,QUE,Queets,NWC,SY,0.0262,H,COAST,No,2
1991,QUE,Queets,NWC,SY,0.0101,H,COAST,No,2
1992,QUE,Queets,NWC,SY,0.0096,H,COAST,No,2
1993,QUE,Queets,NWC,SY,0.0295,H,COAST,No,2
1994,QUE,Queets,NWC,SY,0.0176,H,COAST,No,2
1995,QUE,Queets,NWC,SY,0.0059,H,COAST,No,2
1996,QUE,Queets,NWC,SY,0.0118,H,COAST,No,2
1997,QUE,Queets,NWC,SY,0.0304,H,COAST,No,2
1998,QUE,Queets,NWC,SY,0.0525,H,COAST,No,2
1999,QUE,Queets,NWC,SY,0.0565,H,COAST,No,2
2000,QUE,Queets,NWC,SY,0.0403,H,COAST,No,2
2001,QUE,Queets,NWC,SY,0.0497,H,COAST,No,2
2002,QUE,Queets,NWC,SY,0.01,H,COAST,No,2
2003,QUE,Queets,NWC,SY,0.0107,H,COAST,No,2
2004,QUE,Queets,NWC,SY,0.0248,H,COAST,No,2
2005,QUE,Queets,NWC,SY,0.0346,H,COAST,No,2
2006,QUE,Queets,NWC,SY,0.0292,H,COAST,No,2
2007,QUE,Queets,NWC,SY,0.0471,H,COAST,No,2
2008,QUE,Queets,NWC,SY,0.0388,H,COAST,No,2
2009,QUE,Queets,NWC,SY,0.025,H,COAST,No,2
2010,QUE,Queets,NWC,SY,0.0532,H,COAST,No,2
2011,QUE,Queets,NWC,SY,0.0231,H,COAST,No,2
2012,QUE,Queets,NWC,SY,0.0292,H,COAST,No,2
2013,QUE,Queets,NWC,SY,0.015,H,COAST,No,2
1971,QUI,Quinsam,SOG,SY,NA,H,SOG,No,2
1972,QUI,Quinsam,SOG,SY,NA,H,SOG,No,2
1973,QUI,Quinsam,SOG,SY,NA,H,SOG,No,2
1974,QUI,Quinsam,SOG,SY,0.0911,H,SOG,No,2
1975,QUI,Quinsam,SOG,SY,0.0213,H,SOG,No,2
1976,QUI,Quinsam,SOG,SY,0.0909,H,SOG,No,2
1977,QUI,Quinsam,SOG,SY,0.0263,H,SOG,No,2
1978,QUI,Quinsam,SOG,SY,0.0487,H,SOG,No,2
1979,QUI,Quinsam,SOG,SY,0.0248,H,SOG,No,2
1980,QUI,Quinsam,SOG,SY,0.0302,H,SOG,No,2
1981,QUI,Quinsam,SOG,SY,0.0793,H,SOG,No,2
1982,QUI,Quinsam,SOG,SY,0.0423,H,SOG,No,2
1983,QUI,Quinsam,SOG,SY,0.037,H,SOG,No,2
1984,QUI,Quinsam,SOG,SY,0.0467,H,SOG,No,2
1985,QUI,Quinsam,SOG,SY,0.0127,H,SOG,No,2
1986,QUI,Quinsam,SOG,SY,0.025,H,SOG,No,2
1987,QUI,Quinsam,SOG,SY,0.0126,H,SOG,No,2
1988,QUI,Quinsam,SOG,SY,0.0115,H,SOG,No,2
1989,QUI,Quinsam,SOG,SY,0.0023,H,SOG,No,2
1990,QUI,Quinsam,SOG,SY,0.006,H,SOG,No,2
1991,QUI,Quinsam,SOG,SY,0.0067,H,SOG,No,2
1992,QUI,Quinsam,SOG,SY,0.003,H,SOG,No,2
1993,QUI,Quinsam,SOG,SY,0.0069,H,SOG,No,2
1994,QUI,Quinsam,SOG,SY,0.0085,H,SOG,No,2
1995,QUI,Quinsam,SOG,SY,0.0093,H,SOG,No,2
1996,QUI,Quinsam,SOG,SY,0.0169,H,SOG,No,2
1997,QUI,Quinsam,SOG,SY,0.0194,H,SOG,No,2
1998,QUI,Quinsam,SOG,SY,0.0134,H,SOG,No,2
1999,QUI,Quinsam,SOG,SY,0.0102,H,SOG,No,2
2000,QUI,Quinsam,SOG,SY,0.009,H,SOG,No,2
2001,QUI,Quinsam,SOG,SY,0.0122,H,SOG,No,2
2002,QUI,Quinsam,SOG,SY,0.0088,H,SOG,No,2
2003,QUI,Quinsam,SOG,SY,0.0101,H,SOG,No,2
2004,QUI,Quinsam,SOG,SY,0.0059,H,SOG,No,2
2005,QUI,Quinsam,SOG,SY,0.0086,H,SOG,No,2
2006,QUI,Quinsam,SOG,SY,0.0016,H,SOG,No,2
2007,QUI,Quinsam,SOG,SY,0.0067,H,SOG,No,2
2008,QUI,Quinsam,SOG,SY,0.0093,H,SOG,No,2
2009,QUI,Quinsam,SOG,SY,0.0032,H,SOG,No,2
2010,QUI,Quinsam,SOG,SY,0.003,H,SOG,No,2
2011,QUI,Quinsam,SOG,SY,0.0045,H,SOG,No,2
2012,QUI,Quinsam,SOG,SY,0.013,H,SOG,No,2
2013,QUI,Quinsam,SOG,SY,0.0159,H,SOG,No,2
1971,RBT,Robertson,WCVI,SY,NA,H,COAST,No,2
1972,RBT,Robertson,WCVI,SY,NA,H,COAST,No,2
1973,RBT,Robertson,WCVI,SY,0.0348,H,COAST,No,2
1974,RBT,Robertson,WCVI,SY,0.201,H,COAST,No,2
1975,RBT,Robertson,WCVI,SY,0.1007,H,COAST,No,2
1976,RBT,Robertson,WCVI,SY,0.1238,H,COAST,No,2
1977,RBT,Robertson,WCVI,SY,0.0303,H,COAST,No,2
1978,RBT,Robertson,WCVI,SY,0.0711,H,COAST,No,2
1979,RBT,Robertson,WCVI,SY,0.0651,H,COAST,No,2
1980,RBT,Robertson,WCVI,SY,0.0494,H,COAST,No,2
1981,RBT,Robertson,WCVI,SY,0.0351,H,COAST,No,2
1982,RBT,Robertson,WCVI,SY,0.017,H,COAST,No,2
1983,RBT,Robertson,WCVI,SY,0.0012,H,COAST,No,2
1984,RBT,Robertson,WCVI,SY,0.0439,H,COAST,No,2
1985,RBT,Robertson,WCVI,SY,0.0421,H,COAST,No,2
1986,RBT,Robertson,WCVI,SY,0.0955,H,COAST,No,2
1987,RBT,Robertson,WCVI,SY,0.097,H,COAST,No,2
1988,RBT,Robertson,WCVI,SY,0.1297,H,COAST,No,2
1989,RBT,Robertson,WCVI,SY,0.0987,H,COAST,No,2
1990,RBT,Robertson,WCVI,SY,0.0553,H,COAST,No,2
1991,RBT,Robertson,WCVI,SY,0.0109,H,COAST,No,2
1992,RBT,Robertson,WCVI,SY,0.0003,H,COAST,No,2
1993,RBT,Robertson,WCVI,SY,0.0221,H,COAST,No,2
1994,RBT,Robertson,WCVI,SY,0.0466,H,COAST,No,2
1995,RBT,Robertson,WCVI,SY,0.0041,H,COAST,No,2
1996,RBT,Robertson,WCVI,SY,0.0015,H,COAST,No,2
1997,RBT,Robertson,WCVI,SY,0.0008,H,COAST,No,2
1998,RBT,Robertson,WCVI,SY,0.0363,H,COAST,No,2
1999,RBT,Robertson,WCVI,SY,0.0555,H,COAST,No,2
2000,RBT,Robertson,WCVI,SY,0.0409,H,COAST,No,2
2001,RBT,Robertson,WCVI,SY,0.0682,H,COAST,No,2
2002,RBT,Robertson,WCVI,SY,0.0285,H,COAST,No,2
2003,RBT,Robertson,WCVI,SY,0.0499,H,COAST,No,2
2004,RBT,Robertson,WCVI,SY,0.0063,H,COAST,No,2
2005,RBT,Robertson,WCVI,SY,0.03,H,COAST,No,2
2006,RBT,Robertson,WCVI,SY,0.0078,H,COAST,No,2
2007,RBT,Robertson,WCVI,SY,0.0454,H,COAST,No,2
2008,RBT,Robertson,WCVI,SY,0.0107,H,COAST,No,2
2009,RBT,Robertson,WCVI,SY,0.0035,H,COAST,No,2
2010,RBT,Robertson,WCVI,SY,0.0185,H,COAST,No,2
2011,RBT,Robertson,WCVI,SY,0.0024,H,COAST,No,2
2012,RBT,Robertson,WCVI,SY,0.0483,H,COAST,No,2
2013,RBT,Robertson,WCVI,SY,0.0305,H,COAST,No,2
1971,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1972,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1973,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1974,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1975,SAM,Samish,NOWA,SY,0.057,H,PS,No,2
1976,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1977,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1978,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1979,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1980,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1981,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1982,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1983,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1984,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1985,SAM,Samish,NOWA,SY,NA,H,PS,No,2
1986,SAM,Samish,NOWA,SY,0.0574,H,PS,No,2
1987,SAM,Samish,NOWA,SY,0.0156,H,PS,No,2
1988,SAM,Samish,NOWA,SY,0.0078,H,PS,No,2
1989,SAM,Samish,NOWA,SY,0.0074,H,PS,No,2
1990,SAM,Samish,NOWA,SY,0.0252,H,PS,No,2
1991,SAM,Samish,NOWA,SY,0.0098,H,PS,No,2
1992,SAM,Samish,NOWA,SY,0.0087,H,PS,No,2
1993,SAM,Samish,NOWA,SY,0.0167,H,PS,No,2
1994,SAM,Samish,NOWA,SY,0.0238,H,PS,No,2
1995,SAM,Samish,NOWA,SY,0.0032,H,PS,No,2
1996,SAM,Samish,NOWA,SY,0.0031,H,PS,No,2
1997,SAM,Samish,NOWA,SY,0.0049,H,PS,No,2
1998,SAM,Samish,NOWA,SY,0.0391,H,PS,No,2
1999,SAM,Samish,NOWA,SY,0.0165,H,PS,No,2
2000,SAM,Samish,NOWA,SY,0.0061,H,PS,No,2
2001,SAM,Samish,NOWA,SY,0.0098,H,PS,No,2
2002,SAM,Samish,NOWA,SY,0.0118,H,PS,No,2
2003,SAM,Samish,NOWA,SY,0.0276,H,PS,No,2
2004,SAM,Samish,NOWA,SY,0.0109,H,PS,No,2
2005,SAM,Samish,NOWA,SY,0.0361,H,PS,No,2
2006,SAM,Samish,NOWA,SY,0.0069,H,PS,No,2
2007,SAM,Samish,NOWA,SY,0.0319,H,PS,No,2
2008,SAM,Samish,NOWA,SY,0.0105,H,PS,No,2
2009,SAM,Samish,NOWA,SY,0.0276,H,PS,No,2
2010,SAM,Samish,NOWA,SY,0.0155,H,PS,No,2
2011,SAM,Samish,NOWA,SY,0.0297,H,PS,No,2
2012,SAM,Samish,NOWA,SY,0.0056,H,PS,No,2
2013,SAM,Samish,NOWA,SY,0.0038,H,PS,No,2
1971,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1972,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1973,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1974,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1975,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1976,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1977,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1978,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1979,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1980,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1981,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1982,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1983,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1984,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1985,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1986,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1987,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1988,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1989,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1990,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1991,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1992,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1993,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1994,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1995,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1996,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1997,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1998,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1999,SFF,Skagit Fall,NPS,SY,0.0004,H,PS,No,2
2000,SFF,Skagit Fall,NPS,SY,0.0033,H,PS,No,2
2001,SFF,Skagit Fall,NPS,SY,0.0075,H,PS,No,2
2002,SFF,Skagit Fall,NPS,SY,0.0059,H,PS,No,2
2003,SFF,Skagit Fall,NPS,SY,0.0103,H,PS,No,2
2004,SFF,Skagit Fall,NPS,SY,0.021,H,PS,No,2
2005,SFF,Skagit Fall,NPS,SY,0.006,H,PS,No,2
2006,SFF,Skagit Fall,NPS,SY,0.0085,H,PS,No,2
2007,SFF,Skagit Fall,NPS,SY,0.0048,H,PS,No,2
2008,SFF,Skagit Fall,NPS,SY,0.0085,H,PS,No,2
2009,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
2010,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
2011,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
2012,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
2013,SFF,Skagit Fall,NPS,SY,NA,H,PS,No,2
1971,SHU,Shuswap,FRA,SY,NA,H,SOG,No,2
1972,SHU,Shuswap,FRA,SY,NA,H,SOG,No,2
1973,SHU,Shuswap,FRA,SY,NA,H,SOG,No,2
1974,SHU,Shuswap,FRA,SY,NA,H,SOG,No,2
1975,SHU,Shuswap,FRA,SY,NA,H,SOG,No,2
1976,SHU,Shuswap,FRA,SY,NA,H,SOG,No,2
1977,SHU,Shuswap,FRA,SY,NA,H,SOG,No,2
1978,SHU,Shuswap,FRA,SY,0.0121,H,SOG,No,2
1979,SHU,Shuswap,FRA,SY,0.0114,H,SOG,No,2
1980,SHU,Shuswap,FRA,SY,NA,H,SOG,No,2
1981,SHU,Shuswap,FRA,SY,NA,H,SOG,No,2
1982,SHU,Shuswap,FRA,SY,NA,H,SOG,No,2
1983,SHU,Shuswap,FRA,SY,NA,H,SOG,No,2
1984,SHU,Shuswap,FRA,SY,0.067,H,SOG,No,2
1985,SHU,Shuswap,FRA,SY,0.049,H,SOG,No,2
1986,SHU,Shuswap,FRA,SY,0.0475,H,SOG,No,2
1987,SHU,Shuswap,FRA,SY,0.0351,H,SOG,No,2
1988,SHU,Shuswap,FRA,SY,0.0135,H,SOG,No,2
1989,SHU,Shuswap,FRA,SY,0.0101,H,SOG,No,2
1990,SHU,Shuswap,FRA,SY,0.0813,H,SOG,No,2
1991,SHU,Shuswap,FRA,SY,0.009,H,SOG,No,2
1992,SHU,Shuswap,FRA,SY,0.0323,H,SOG,No,2
1993,SHU,Shuswap,FRA,SY,0.021,H,SOG,No,2
1994,SHU,Shuswap,FRA,SY,0.0322,H,SOG,No,2
1995,SHU,Shuswap,FRA,SY,0.0273,H,SOG,No,2
1996,SHU,Shuswap,FRA,SY,0.0317,H,SOG,No,2
1997,SHU,Shuswap,FRA,SY,0.0073,H,SOG,No,2
1998,SHU,Shuswap,FRA,SY,0.0636,H,SOG,No,2
1999,SHU,Shuswap,FRA,SY,0.0516,H,SOG,No,2
2000,SHU,Shuswap,FRA,SY,0.0378,H,SOG,No,2
2001,SHU,Shuswap,FRA,SY,0.0239,H,SOG,No,2
2002,SHU,Shuswap,FRA,SY,0.0432,H,SOG,No,2
2003,SHU,Shuswap,FRA,SY,0.0087,H,SOG,No,2
2004,SHU,Shuswap,FRA,SY,0.0085,H,SOG,No,2
2005,SHU,Shuswap,FRA,SY,0.0352,H,SOG,No,2
2006,SHU,Shuswap,FRA,SY,0.0281,H,SOG,No,2
2007,SHU,Shuswap,FRA,SY,0.0218,H,SOG,No,2
2008,SHU,Shuswap,FRA,SY,0.0105,H,SOG,No,2
2009,SHU,Shuswap,FRA,SY,0.0135,H,SOG,No,2
2010,SHU,Shuswap,FRA,SY,0.056,H,SOG,No,2
2011,SHU,Shuswap,FRA,SY,0.0255,H,SOG,No,2
2012,SHU,Shuswap,FRA,SY,0.017,H,SOG,No,2
2013,SHU,Shuswap,FRA,SY,0.0157,H,SOG,No,2
1971,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1972,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1973,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1974,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1975,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1976,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1977,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1978,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1979,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1980,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1981,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1982,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1983,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1984,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1985,SKF,Skagit Spring,NPS,SY,0.0067,H,PS,No,2
1986,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1987,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1988,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1989,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1990,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
1991,SKF,Skagit Spring,NPS,SY,NA,H,PS,No,2
