year,stock_id,stock_name,origin,region_id,surv,basin,exclude,dataset_id
1972,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1973,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1974,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1975,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1976,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1977,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1978,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1979,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1980,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1981,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1982,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1983,BAK_H,Baker hatchery,H,NPS,0.0177,PS,No,1
1984,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1985,BAK_H,Baker hatchery,H,NPS,0.0403,PS,No,1
1986,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1987,BAK_H,Baker hatchery,H,NPS,0.0331,PS,No,1
1988,BAK_H,Baker hatchery,H,NPS,0.036,PS,No,1
1989,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1990,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1991,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1992,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1993,BAK_H,Baker hatchery,H,NPS,0.0829,PS,No,1
1994,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1995,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1996,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1997,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1998,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1999,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2000,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2001,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2002,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2003,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2004,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2005,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2006,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2007,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2008,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2009,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2010,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2011,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2012,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2013,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2014,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2015,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2016,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2017,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
2018,BAK_H,Baker hatchery,H,NPS,NA,PS,No,1
1972,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1973,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1974,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1975,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1976,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1977,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1978,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1979,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1980,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1981,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1982,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1983,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1984,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1985,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1986,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1987,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1988,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1989,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1990,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1991,BAK_W,Baker wild,W,NPS,0.1074,PS,No,1
1992,BAK_W,Baker wild,W,NPS,0.0456,PS,No,1
1993,BAK_W,Baker wild,W,NPS,0.0706,PS,No,1
1994,BAK_W,Baker wild,W,NPS,0.0588,PS,No,1
1995,BAK_W,Baker wild,W,NPS,0.0736,PS,No,1
1996,BAK_W,Baker wild,W,NPS,0.0458,PS,No,1
1997,BAK_W,Baker wild,W,NPS,0.1008,PS,No,1
1998,BAK_W,Baker wild,W,NPS,0.0284,PS,No,1
1999,BAK_W,Baker wild,W,NPS,0.0776,PS,No,1
2000,BAK_W,Baker wild,W,NPS,NA,PS,No,1
2001,BAK_W,Baker wild,W,NPS,NA,PS,No,1
2002,BAK_W,Baker wild,W,NPS,0.0403,PS,No,1
2003,BAK_W,Baker wild,W,NPS,0.0555,PS,No,1
2004,BAK_W,Baker wild,W,NPS,0.0146,PS,No,1
2005,BAK_W,Baker wild,W,NPS,0.0054,PS,No,1
2006,BAK_W,Baker wild,W,NPS,0.0476,PS,No,1
2007,BAK_W,Baker wild,W,NPS,0.0156,PS,No,1
2008,BAK_W,Baker wild,W,NPS,0.0995,PS,No,1
2009,BAK_W,Baker wild,W,NPS,0.0249,PS,No,1
2010,BAK_W,Baker wild,W,NPS,0.0331,PS,No,1
2011,BAK_W,Baker wild,W,NPS,0.0657,PS,No,1
2012,BAK_W,Baker wild,W,NPS,0.0528,PS,No,1
2013,BAK_W,Baker wild,W,NPS,0.0419,PS,No,1
2014,BAK_W,Baker wild,W,NPS,0.0073,PS,No,1
2015,BAK_W,Baker wild,W,NPS,NA,PS,No,1
2016,BAK_W,Baker wild,W,NPS,NA,PS,No,1
2017,BAK_W,Baker wild,W,NPS,NA,PS,No,1
2018,BAK_W,Baker wild,W,NPS,NA,PS,No,1
1972,BEEF,Big Beef,W,HOOD,NA,PS,No,1
1973,BEEF,Big Beef,W,HOOD,NA,PS,No,1
1974,BEEF,Big Beef,W,HOOD,NA,PS,No,1
1975,BEEF,Big Beef,W,HOOD,NA,PS,No,1
1976,BEEF,Big Beef,W,HOOD,NA,PS,No,1
1977,BEEF,Big Beef,W,HOOD,0.1022,PS,No,1
1978,BEEF,Big Beef,W,HOOD,0.1492,PS,No,1
1979,BEEF,Big Beef,W,HOOD,0.2314,PS,No,1
1980,BEEF,Big Beef,W,HOOD,0.1438,PS,No,1
1981,BEEF,Big Beef,W,HOOD,0.0978,PS,No,1
1982,BEEF,Big Beef,W,HOOD,0.1574,PS,No,1
1983,BEEF,Big Beef,W,HOOD,0.1382,PS,No,1
1984,BEEF,Big Beef,W,HOOD,0.171,PS,No,1
1985,BEEF,Big Beef,W,HOOD,0.2552,PS,No,1
1986,BEEF,Big Beef,W,HOOD,0.2296,PS,No,1
1987,BEEF,Big Beef,W,HOOD,0.0834,PS,No,1
1988,BEEF,Big Beef,W,HOOD,0.1431,PS,No,1
1989,BEEF,Big Beef,W,HOOD,0.1849,PS,No,1
1990,BEEF,Big Beef,W,HOOD,0.0801,PS,No,1
1991,BEEF,Big Beef,W,HOOD,0.071,PS,No,1
1992,BEEF,Big Beef,W,HOOD,0.072,PS,No,1
1993,BEEF,Big Beef,W,HOOD,0.1921,PS,No,1
1994,BEEF,Big Beef,W,HOOD,0.0894,PS,No,1
1995,BEEF,Big Beef,W,HOOD,0.1026,PS,No,1
1996,BEEF,Big Beef,W,HOOD,0.1432,PS,No,1
1997,BEEF,Big Beef,W,HOOD,0.1258,PS,No,1
1998,BEEF,Big Beef,W,HOOD,0.0243,PS,No,1
1999,BEEF,Big Beef,W,HOOD,0.0868,PS,No,1
2000,BEEF,Big Beef,W,HOOD,0.0946,PS,No,1
2001,BEEF,Big Beef,W,HOOD,0.0663,PS,No,1
2002,BEEF,Big Beef,W,HOOD,0.131,PS,No,1
2003,BEEF,Big Beef,W,HOOD,0.1841,PS,No,1
2004,BEEF,Big Beef,W,HOOD,0.1172,PS,No,1
2005,BEEF,Big Beef,W,HOOD,0.042,PS,No,1
2006,BEEF,Big Beef,W,HOOD,0.0926,PS,No,1
2007,BEEF,Big Beef,W,HOOD,0.0211,PS,No,1
2008,BEEF,Big Beef,W,HOOD,0.0837,PS,No,1
2009,BEEF,Big Beef,W,HOOD,0.013,PS,No,1
2010,BEEF,Big Beef,W,HOOD,0.0466,PS,No,1
2011,BEEF,Big Beef,W,HOOD,0.0615,PS,No,1
2012,BEEF,Big Beef,W,HOOD,0.0678,PS,No,1
2013,BEEF,Big Beef,W,HOOD,0.0579,PS,No,1
2014,BEEF,Big Beef,W,HOOD,0.0386,PS,No,1
2015,BEEF,Big Beef,W,HOOD,0.0668,PS,No,1
2016,BEEF,Big Beef,W,HOOD,NA,PS,No,1
2017,BEEF,Big Beef,W,HOOD,NA,PS,No,1
2018,BEEF,Big Beef,W,HOOD,NA,PS,No,1
1972,QUAL,Big Qualicum,H,SOG,NA,SOG,No,1
1973,QUAL,Big Qualicum,H,SOG,NA,SOG,No,1
1974,QUAL,Big Qualicum,H,SOG,0.3661,SOG,No,1
1975,QUAL,Big Qualicum,H,SOG,0.2899,SOG,No,1
1976,QUAL,Big Qualicum,H,SOG,0.1644,SOG,No,1
1977,QUAL,Big Qualicum,H,SOG,0.1524,SOG,No,1
1978,QUAL,Big Qualicum,H,SOG,0.1932,SOG,No,1
1979,QUAL,Big Qualicum,H,SOG,0.2872,SOG,No,1
1980,QUAL,Big Qualicum,H,SOG,0.1269,SOG,No,1
1981,QUAL,Big Qualicum,H,SOG,0.1033,SOG,No,1
1982,QUAL,Big Qualicum,H,SOG,0.1116,SOG,No,1
1983,QUAL,Big Qualicum,H,SOG,0.079,SOG,No,1
1984,QUAL,Big Qualicum,H,SOG,0.0502,SOG,No,1
1985,QUAL,Big Qualicum,H,SOG,NA,SOG,No,1
1986,QUAL,Big Qualicum,H,SOG,NA,SOG,No,1
1987,QUAL,Big Qualicum,H,SOG,NA,SOG,No,1
1988,QUAL,Big Qualicum,H,SOG,NA,SOG,No,1
1989,QUAL,Big Qualicum,H,SOG,0.0429,SOG,No,1
1990,QUAL,Big Qualicum,H,SOG,0.0615,SOG,No,1
1991,QUAL,Big Qualicum,H,SOG,0.0585,SOG,No,1
1992,QUAL,Big Qualicum,H,SOG,0.0667,SOG,No,1
1993,QUAL,Big Qualicum,H,SOG,0.0685,SOG,No,1
1994,QUAL,Big Qualicum,H,SOG,0.0294,SOG,No,1
1995,QUAL,Big Qualicum,H,SOG,0.016,SOG,No,1
1996,QUAL,Big Qualicum,H,SOG,0.0142,SOG,No,1
1997,QUAL,Big Qualicum,H,SOG,0.0043,SOG,No,1
1998,QUAL,Big Qualicum,H,SOG,0.0131,SOG,No,1
1999,QUAL,Big Qualicum,H,SOG,0.0128,SOG,No,1
2000,QUAL,Big Qualicum,H,SOG,0.0123,SOG,No,1
2001,QUAL,Big Qualicum,H,SOG,0.0105,SOG,No,1
2002,QUAL,Big Qualicum,H,SOG,0.0081,SOG,No,1
2003,QUAL,Big Qualicum,H,SOG,0.0141,SOG,No,1
2004,QUAL,Big Qualicum,H,SOG,0.0012,SOG,No,1
2005,QUAL,Big Qualicum,H,SOG,0.0008,SOG,No,1
2006,QUAL,Big Qualicum,H,SOG,0.0052,SOG,No,1
2007,QUAL,Big Qualicum,H,SOG,0.0058,SOG,No,1
2008,QUAL,Big Qualicum,H,SOG,0.0044,SOG,No,1
2009,QUAL,Big Qualicum,H,SOG,0.0058,SOG,No,1
2010,QUAL,Big Qualicum,H,SOG,0.009,SOG,No,1
2011,QUAL,Big Qualicum,H,SOG,0.0178,SOG,No,1
2012,QUAL,Big Qualicum,H,SOG,0.0179,SOG,No,1
2013,QUAL,Big Qualicum,H,SOG,0.0093,SOG,No,1
2014,QUAL,Big Qualicum,H,SOG,0.0049,SOG,No,1
2015,QUAL,Big Qualicum,H,SOG,0.0269,SOG,No,1
2016,QUAL,Big Qualicum,H,SOG,0.0125,SOG,No,1
2017,QUAL,Big Qualicum,H,SOG,0.0351,SOG,No,1
2018,QUAL,Big Qualicum,H,SOG,NA,SOG,No,1
1972,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
1973,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
1974,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
1975,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
1976,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
1977,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
1978,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
1979,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
1980,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
1981,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
1982,BING,Bingham Creek,W,GRAYS,0.0264,COAST,No,1
1983,BING,Bingham Creek,W,GRAYS,0.0734,COAST,No,1
1984,BING,Bingham Creek,W,GRAYS,0.0087,COAST,No,1
1985,BING,Bingham Creek,W,GRAYS,0.0387,COAST,No,1
1986,BING,Bingham Creek,W,GRAYS,0.0267,COAST,No,1
1987,BING,Bingham Creek,W,GRAYS,0.028,COAST,No,1
1988,BING,Bingham Creek,W,GRAYS,0.0279,COAST,No,1
1989,BING,Bingham Creek,W,GRAYS,0.0238,COAST,No,1
1990,BING,Bingham Creek,W,GRAYS,0.0551,COAST,No,1
1991,BING,Bingham Creek,W,GRAYS,0.0203,COAST,No,1
1992,BING,Bingham Creek,W,GRAYS,0.0063,COAST,No,1
1993,BING,Bingham Creek,W,GRAYS,0.0046,COAST,No,1
1994,BING,Bingham Creek,W,GRAYS,0.0252,COAST,No,1
1995,BING,Bingham Creek,W,GRAYS,0.0941,COAST,No,1
1996,BING,Bingham Creek,W,GRAYS,0.0088,COAST,No,1
1997,BING,Bingham Creek,W,GRAYS,0.0249,COAST,No,1
1998,BING,Bingham Creek,W,GRAYS,0.023,COAST,No,1
1999,BING,Bingham Creek,W,GRAYS,0.074,COAST,No,1
2000,BING,Bingham Creek,W,GRAYS,0.0382,COAST,No,1
2001,BING,Bingham Creek,W,GRAYS,0.0412,COAST,No,1
2002,BING,Bingham Creek,W,GRAYS,0.0305,COAST,No,1
2003,BING,Bingham Creek,W,GRAYS,0.0158,COAST,No,1
2004,BING,Bingham Creek,W,GRAYS,0.0238,COAST,No,1
2005,BING,Bingham Creek,W,GRAYS,0.0084,COAST,No,1
2006,BING,Bingham Creek,W,GRAYS,0.0175,COAST,No,1
2007,BING,Bingham Creek,W,GRAYS,0.0157,COAST,No,1
2008,BING,Bingham Creek,W,GRAYS,0.0827,COAST,No,1
2009,BING,Bingham Creek,W,GRAYS,0.0607,COAST,No,1
2010,BING,Bingham Creek,W,GRAYS,0.0504,COAST,No,1
2011,BING,Bingham Creek,W,GRAYS,0.041,COAST,No,1
2012,BING,Bingham Creek,W,GRAYS,0.0193,COAST,No,1
2013,BING,Bingham Creek,W,GRAYS,0.0608,COAST,No,1
2014,BING,Bingham Creek,W,GRAYS,0.0141,COAST,No,1
2015,BING,Bingham Creek,W,GRAYS,0.0284,COAST,No,1
2016,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
2017,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
2018,BING,Bingham Creek,W,GRAYS,NA,COAST,No,1
1972,BLCK,Black Creek,W,SOG,NA,SOG,No,1
1973,BLCK,Black Creek,W,SOG,NA,SOG,No,1
1974,BLCK,Black Creek,W,SOG,NA,SOG,No,1
1975,BLCK,Black Creek,W,SOG,NA,SOG,No,1
1976,BLCK,Black Creek,W,SOG,NA,SOG,No,1
1977,BLCK,Black Creek,W,SOG,NA,SOG,No,1
1978,BLCK,Black Creek,W,SOG,0.1901,SOG,No,1
1979,BLCK,Black Creek,W,SOG,0.1983,SOG,No,1
1980,BLCK,Black Creek,W,SOG,NA,SOG,No,1
1981,BLCK,Black Creek,W,SOG,NA,SOG,No,1
1982,BLCK,Black Creek,W,SOG,NA,SOG,No,1
1983,BLCK,Black Creek,W,SOG,NA,SOG,No,1
1984,BLCK,Black Creek,W,SOG,NA,SOG,No,1
1985,BLCK,Black Creek,W,SOG,0.1252,SOG,No,1
1986,BLCK,Black Creek,W,SOG,0.1152,SOG,No,1
1987,BLCK,Black Creek,W,SOG,0.1341,SOG,No,1
1988,BLCK,Black Creek,W,SOG,0.115,SOG,No,1
1989,BLCK,Black Creek,W,SOG,0.1287,SOG,No,1
1990,BLCK,Black Creek,W,SOG,0.0801,SOG,No,1
1991,BLCK,Black Creek,W,SOG,0.1248,SOG,No,1
1992,BLCK,Black Creek,W,SOG,0.0537,SOG,No,1
1993,BLCK,Black Creek,W,SOG,0.0595,SOG,No,1
1994,BLCK,Black Creek,W,SOG,0.0454,SOG,No,1
1995,BLCK,Black Creek,W,SOG,0.0337,SOG,No,1
1996,BLCK,Black Creek,W,SOG,0.0489,SOG,No,1
1997,BLCK,Black Creek,W,SOG,0.0454,SOG,No,1
1998,BLCK,Black Creek,W,SOG,0.017,SOG,No,1
1999,BLCK,Black Creek,W,SOG,0.0218,SOG,No,1
2000,BLCK,Black Creek,W,SOG,0.0736,SOG,No,1
2001,BLCK,Black Creek,W,SOG,0.0494,SOG,No,1
2002,BLCK,Black Creek,W,SOG,0.0295,SOG,No,1
2003,BLCK,Black Creek,W,SOG,0.0436,SOG,No,1
2004,BLCK,Black Creek,W,SOG,0.0174,SOG,No,1
2005,BLCK,Black Creek,W,SOG,0.0136,SOG,No,1
2006,BLCK,Black Creek,W,SOG,0.0247,SOG,No,1
2007,BLCK,Black Creek,W,SOG,0.0063,SOG,No,1
2008,BLCK,Black Creek,W,SOG,0.0246,SOG,No,1
2009,BLCK,Black Creek,W,SOG,0.016,SOG,No,1
2010,BLCK,Black Creek,W,SOG,0.013,SOG,No,1
2011,BLCK,Black Creek,W,SOG,0.014,SOG,No,1
2012,BLCK,Black Creek,W,SOG,0.024,SOG,No,1
2013,BLCK,Black Creek,W,SOG,0.01,SOG,No,1
2014,BLCK,Black Creek,W,SOG,0.0029,SOG,No,1
2015,BLCK,Black Creek,W,SOG,0.0015,SOG,No,1
2016,BLCK,Black Creek,W,SOG,0.0092,SOG,No,1
2017,BLCK,Black Creek,W,SOG,0.0178,SOG,No,1
2018,BLCK,Black Creek,W,SOG,0.0107,SOG,No,1
1972,CAR,Carnation Creek,W,WCVI,NA,SOG,No,1
1973,CAR,Carnation Creek,W,WCVI,NA,SOG,No,1
1974,CAR,Carnation Creek,W,WCVI,0.1671,SOG,No,1
1975,CAR,Carnation Creek,W,WCVI,0.1956,SOG,No,1
1976,CAR,Carnation Creek,W,WCVI,0.1224,SOG,No,1
1977,CAR,Carnation Creek,W,WCVI,0.1107,SOG,No,1
1978,CAR,Carnation Creek,W,WCVI,0.1793,SOG,No,1
1979,CAR,Carnation Creek,W,WCVI,0.1082,SOG,No,1
1980,CAR,Carnation Creek,W,WCVI,0.0684,SOG,No,1
1981,CAR,Carnation Creek,W,WCVI,0.1618,SOG,No,1
1982,CAR,Carnation Creek,W,WCVI,0.0862,SOG,No,1
1983,CAR,Carnation Creek,W,WCVI,0.0481,SOG,No,1
1984,CAR,Carnation Creek,W,WCVI,0.0574,SOG,No,1
1985,CAR,Carnation Creek,W,WCVI,0.1534,SOG,No,1
1986,CAR,Carnation Creek,W,WCVI,0.0502,SOG,No,1
1987,CAR,Carnation Creek,W,WCVI,0.0733,SOG,No,1
1988,CAR,Carnation Creek,W,WCVI,0.1878,SOG,No,1
1989,CAR,Carnation Creek,W,WCVI,0.1563,SOG,No,1
1990,CAR,Carnation Creek,W,WCVI,0.1514,SOG,No,1
1991,CAR,Carnation Creek,W,WCVI,0.1242,SOG,No,1
1992,CAR,Carnation Creek,W,WCVI,0.0746,SOG,No,1
1993,CAR,Carnation Creek,W,WCVI,0.006,SOG,No,1
1994,CAR,Carnation Creek,W,WCVI,0.0906,SOG,No,1
1995,CAR,Carnation Creek,W,WCVI,0.047,SOG,No,1
1996,CAR,Carnation Creek,W,WCVI,0.083,SOG,No,1
1997,CAR,Carnation Creek,W,WCVI,0.0688,SOG,No,1
1998,CAR,Carnation Creek,W,WCVI,0.0115,SOG,No,1
1999,CAR,Carnation Creek,W,WCVI,0.0528,SOG,No,1
2000,CAR,Carnation Creek,W,WCVI,0.0628,SOG,No,1
2001,CAR,Carnation Creek,W,WCVI,0.0478,SOG,No,1
2002,CAR,Carnation Creek,W,WCVI,0.0529,SOG,No,1
2003,CAR,Carnation Creek,W,WCVI,0.0222,SOG,No,1
2004,CAR,Carnation Creek,W,WCVI,0.0196,SOG,No,1
2005,CAR,Carnation Creek,W,WCVI,0.0009,SOG,No,1
2006,CAR,Carnation Creek,W,WCVI,0.0234,SOG,No,1
2007,CAR,Carnation Creek,W,WCVI,0.0259,SOG,No,1
2008,CAR,Carnation Creek,W,WCVI,0.071,SOG,No,1
2009,CAR,Carnation Creek,W,WCVI,0.01,SOG,No,1
2010,CAR,Carnation Creek,W,WCVI,0.014,SOG,No,1
2011,CAR,Carnation Creek,W,WCVI,0.014,SOG,No,1
2012,CAR,Carnation Creek,W,WCVI,0.02,SOG,No,1
2013,CAR,Carnation Creek,W,WCVI,0.022,SOG,No,1
2014,CAR,Carnation Creek,W,WCVI,0.003,SOG,No,1
2015,CAR,Carnation Creek,W,WCVI,0.02,SOG,No,1
2016,CAR,Carnation Creek,W,WCVI,0.004,SOG,No,1
2017,CAR,Carnation Creek,W,WCVI,0.0097,SOG,No,1
2018,CAR,Carnation Creek,W,WCVI,0.0169,SOG,No,1
1972,CHI,Chilliwack,H,FRA,NA,SOG,No,1
1973,CHI,Chilliwack,H,FRA,NA,SOG,No,1
1974,CHI,Chilliwack,H,FRA,NA,SOG,No,1
1975,CHI,Chilliwack,H,FRA,NA,SOG,No,1
1976,CHI,Chilliwack,H,FRA,NA,SOG,No,1
1977,CHI,Chilliwack,H,FRA,NA,SOG,No,1
1978,CHI,Chilliwack,H,FRA,NA,SOG,No,1
1979,CHI,Chilliwack,H,FRA,NA,SOG,No,1
1980,CHI,Chilliwack,H,FRA,NA,SOG,No,1
1981,CHI,Chilliwack,H,FRA,NA,SOG,No,1
1982,CHI,Chilliwack,H,FRA,0.12,SOG,No,1
1983,CHI,Chilliwack,H,FRA,0.144,SOG,No,1
1984,CHI,Chilliwack,H,FRA,0.188,SOG,No,1
1985,CHI,Chilliwack,H,FRA,0.131,SOG,No,1
1986,CHI,Chilliwack,H,FRA,0.174,SOG,No,1
1987,CHI,Chilliwack,H,FRA,0.181,SOG,No,1
1988,CHI,Chilliwack,H,FRA,0.126,SOG,No,1
1989,CHI,Chilliwack,H,FRA,0.106,SOG,No,1
1990,CHI,Chilliwack,H,FRA,0.09,SOG,No,1
1991,CHI,Chilliwack,H,FRA,0.057,SOG,No,1
1992,CHI,Chilliwack,H,FRA,0.059,SOG,No,1
1993,CHI,Chilliwack,H,FRA,0.064,SOG,No,1
1994,CHI,Chilliwack,H,FRA,0.037,SOG,No,1
1995,CHI,Chilliwack,H,FRA,0.04,SOG,No,1
1996,CHI,Chilliwack,H,FRA,0.025,SOG,No,1
1997,CHI,Chilliwack,H,FRA,0.013,SOG,No,1
1998,CHI,Chilliwack,H,FRA,0.013,SOG,No,1
1999,CHI,Chilliwack,H,FRA,0.034,SOG,No,1
2000,CHI,Chilliwack,H,FRA,0.047,SOG,No,1
2001,CHI,Chilliwack,H,FRA,0.032,SOG,No,1
2002,CHI,Chilliwack,H,FRA,0.025,SOG,No,1
2003,CHI,Chilliwack,H,FRA,0.021,SOG,No,1
2004,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2005,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2006,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2007,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2008,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2009,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2010,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2011,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2012,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2013,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2014,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2015,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2016,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2017,CHI,Chilliwack,H,FRA,NA,SOG,No,1
2018,CHI,Chilliwack,H,FRA,NA,SOG,No,1
1972,COW,Cowlitz,H,COL,NA,COL,No,1
1973,COW,Cowlitz,H,COL,NA,COL,No,1
1974,COW,Cowlitz,H,COL,NA,COL,No,1
1975,COW,Cowlitz,H,COL,NA,COL,No,1
1976,COW,Cowlitz,H,COL,NA,COL,No,1
1977,COW,Cowlitz,H,COL,NA,COL,No,1
1978,COW,Cowlitz,H,COL,NA,COL,No,1
1979,COW,Cowlitz,H,COL,NA,COL,No,1
1980,COW,Cowlitz,H,COL,NA,COL,No,1
1981,COW,Cowlitz,H,COL,NA,COL,No,1
1982,COW,Cowlitz,H,COL,0.0179,COL,No,1
1983,COW,Cowlitz,H,COL,0.0177,COL,No,1
1984,COW,Cowlitz,H,COL,0.0132,COL,No,1
1985,COW,Cowlitz,H,COL,0.0559,COL,No,1
1986,COW,Cowlitz,H,COL,0.02,COL,No,1
1987,COW,Cowlitz,H,COL,0.031,COL,No,1
1988,COW,Cowlitz,H,COL,0.0412,COL,No,1
1989,COW,Cowlitz,H,COL,0.007,COL,No,1
1990,COW,Cowlitz,H,COL,0.0436,COL,No,1
1991,COW,Cowlitz,H,COL,0.0103,COL,No,1
1992,COW,Cowlitz,H,COL,0.0054,COL,No,1
1993,COW,Cowlitz,H,COL,0.0015,COL,No,1
1994,COW,Cowlitz,H,COL,0.0023,COL,No,1
1995,COW,Cowlitz,H,COL,0.0038,COL,No,1
1996,COW,Cowlitz,H,COL,0.0042,COL,No,1
1997,COW,Cowlitz,H,COL,NA,COL,No,1
1998,COW,Cowlitz,H,COL,NA,COL,No,1
1999,COW,Cowlitz,H,COL,0.0188,COL,No,1
2000,COW,Cowlitz,H,COL,0.0351,COL,No,1
2001,COW,Cowlitz,H,COL,0.0204,COL,No,1
2002,COW,Cowlitz,H,COL,0.021,COL,No,1
2003,COW,Cowlitz,H,COL,0.0284,COL,No,1
2004,COW,Cowlitz,H,COL,0.0094,COL,No,1
2005,COW,Cowlitz,H,COL,0.0206,COL,No,1
2006,COW,Cowlitz,H,COL,0.016,COL,No,1
2007,COW,Cowlitz,H,COL,0.0206,COL,No,1
2008,COW,Cowlitz,H,COL,NA,COL,No,1
2009,COW,Cowlitz,H,COL,0.0061,COL,No,1
2010,COW,Cowlitz,H,COL,0.0054,COL,No,1
2011,COW,Cowlitz,H,COL,NA,COL,No,1
2012,COW,Cowlitz,H,COL,NA,COL,No,1
2013,COW,Cowlitz,H,COL,NA,COL,No,1
2014,COW,Cowlitz,H,COL,NA,COL,No,1
2015,COW,Cowlitz,H,COL,NA,COL,No,1
2016,COW,Cowlitz,H,COL,NA,COL,No,1
2017,COW,Cowlitz,H,COL,NA,COL,No,1
2018,COW,Cowlitz,H,COL,NA,COL,No,1
1972,DES,Deschutes,W,SPS,NA,PS,No,1
1973,DES,Deschutes,W,SPS,NA,PS,No,1
1974,DES,Deschutes,W,SPS,NA,PS,No,1
1975,DES,Deschutes,W,SPS,NA,PS,No,1
